id,date,store_nbr,item_nbr,unit_sales,onpromotion
667053,2013-01-18,32,103501,2.0,
667557,2013-01-18,33,103501,4.0,
668202,2013-01-18,34,103501,3.0,
669023,2013-01-18,35,103501,2.0,
671522,2013-01-18,39,103501,4.0,
672370,2013-01-18,40,103501,5.0,
673829,2013-01-18,43,103501,4.0,
683694,2013-01-18,54,103501,4.0,
693187,2013-01-19,9,103501,7.0,
694226,2013-01-19,10,103501,3.0,
694922,2013-01-19,11,103501,2.0,
695858,2013-01-19,12,103501,2.0,
696571,2013-01-19,13,103501,1.0,
697245,2013-01-19,14,103501,15.0,
697959,2013-01-19,15,103501,4.0,
698684,2013-01-19,16,103501,6.0,
699407,2013-01-19,17,103501,12.0,
700188,2013-01-19,18,103501,1.0,
701091,2013-01-19,19,103501,5.0,
706592,2013-01-19,28,103501,3.0,
707502,2013-01-19,30,103501,4.0,
708121,2013-01-19,31,103501,8.0,
709008,2013-01-19,32,103501,2.0,
709580,2013-01-19,33,103501,9.0,
710329,2013-01-19,34,103501,2.0,
711182,2013-01-19,35,103501,1.0,
713957,2013-01-19,39,103501,6.0,
714952,2013-01-19,40,103501,9.0,
716616,2013-01-19,43,103501,2.0,
727056,2013-01-19,54,103501,12.0,
736269,2013-01-20,9,103501,14.0,
737295,2013-01-20,10,103501,5.0,
738011,2013-01-20,11,103501,8.0,
738950,2013-01-20,12,103501,3.0,
739641,2013-01-20,13,103501,6.0,
740279,2013-01-20,14,103501,5.0,
740938,2013-01-20,15,103501,8.0,
741610,2013-01-20,16,103501,15.0,
742385,2013-01-20,17,103501,4.0,
743151,2013-01-20,18,103501,4.0,
749306,2013-01-20,28,103501,4.0,
750220,2013-01-20,30,103501,4.0,
750806,2013-01-20,31,103501,5.0,
751657,2013-01-20,32,103501,4.0,
752234,2013-01-20,33,103501,14.0,
752982,2013-01-20,34,103501,5.0,
753821,2013-01-20,35,103501,4.0,
756517,2013-01-20,39,103501,1.0,
757478,2013-01-20,40,103501,6.0,
759139,2013-01-20,43,103501,4.0,
769406,2013-01-20,54,103501,17.0,
778468,2013-01-21,9,103501,10.0,
779450,2013-01-21,10,103501,9.0,
780100,2013-01-21,11,103501,1.0,
780992,2013-01-21,12,103501,2.0,
781634,2013-01-21,13,103501,3.0,
782264,2013-01-21,14,103501,12.0,
782946,2013-01-21,15,103501,6.0,
783650,2013-01-21,16,103501,7.0,
784330,2013-01-21,17,103501,9.0,
785081,2013-01-21,18,103501,2.0,
785908,2013-01-21,19,103501,5.0,
790842,2013-01-21,28,103501,3.0,
791587,2013-01-21,30,103501,4.0,
792169,2013-01-21,31,103501,6.0,
792987,2013-01-21,32,103501,2.0,
793475,2013-01-21,33,103501,7.0,
794178,2013-01-21,34,103501,2.0,
795010,2013-01-21,35,103501,2.0,
797417,2013-01-21,39,103501,1.0,
798320,2013-01-21,40,103501,9.0,
799821,2013-01-21,43,103501,2.0,
809534,2013-01-21,54,103501,3.0,
818412,2013-01-22,9,103501,9.0,
819386,2013-01-22,10,103501,3.0,
820029,2013-01-22,11,103501,4.0,
820914,2013-01-22,12,103501,4.0,
821569,2013-01-22,13,103501,4.0,
822187,2013-01-22,14,103501,6.0,
822846,2013-01-22,15,103501,5.0,
823526,2013-01-22,16,103501,9.0,
824238,2013-01-22,17,103501,9.0,
824965,2013-01-22,18,103501,6.0,
825766,2013-01-22,19,103501,2.0,
830453,2013-01-22,28,103501,2.0,
831271,2013-01-22,30,103501,3.0,
831848,2013-01-22,31,103501,6.0,
832629,2013-01-22,32,103501,4.0,
833134,2013-01-22,33,103501,31.0,
833856,2013-01-22,34,103501,9.0,
834693,2013-01-22,35,103501,2.0,
837175,2013-01-22,39,103501,9.0,
838084,2013-01-22,40,103501,5.0,
839500,2013-01-22,43,103501,4.0,
848975,2013-01-22,54,103501,7.0,
858048,2013-01-23,9,103501,5.0,
858996,2013-01-23,10,103501,8.0,
859596,2013-01-23,11,103501,3.0,
860439,2013-01-23,12,103501,3.0,
861093,2013-01-23,13,103501,6.0,
861708,2013-01-23,14,103501,12.0,
862357,2013-01-23,15,103501,2.0,
863021,2013-01-23,16,103501,7.0,
863707,2013-01-23,17,103501,6.0,
864413,2013-01-23,18,103501,7.0,
865153,2013-01-23,19,103501,3.0,
870101,2013-01-23,28,103501,6.0,
870809,2013-01-23,30,103501,2.0,
871355,2013-01-23,31,103501,2.0,
872081,2013-01-23,32,103501,1.0,
872505,2013-01-23,33,103501,6.0,
873975,2013-01-23,35,103501,2.0,
876434,2013-01-23,39,103501,4.0,
877242,2013-01-23,40,103501,9.0,
878683,2013-01-23,43,103501,4.0,
888453,2013-01-23,54,103501,5.0,
897140,2013-01-24,9,103501,3.0,
898059,2013-01-24,10,103501,4.0,
898630,2013-01-24,11,103501,5.0,
899484,2013-01-24,12,103501,3.0,
900112,2013-01-24,13,103501,3.0,
900709,2013-01-24,14,103501,12.0,
901361,2013-01-24,15,103501,5.0,
902029,2013-01-24,16,103501,7.0,
902730,2013-01-24,17,103501,3.0,
903427,2013-01-24,18,103501,1.0,
904206,2013-01-24,19,103501,1.0,
909633,2013-01-24,30,103501,8.0,
910198,2013-01-24,31,103501,1.0,
910953,2013-01-24,32,103501,2.0,
911453,2013-01-24,33,103501,4.0,
912121,2013-01-24,34,103501,1.0,
915303,2013-01-24,39,103501,2.0,
916147,2013-01-24,40,103501,6.0,
917547,2013-01-24,43,103501,3.0,
927032,2013-01-24,54,103501,3.0,
936178,2013-01-25,9,103501,6.0,
937097,2013-01-25,10,103501,2.0,
938535,2013-01-25,12,103501,7.0,
939158,2013-01-25,13,103501,1.0,
939721,2013-01-25,14,103501,6.0,
940370,2013-01-25,15,103501,4.0,
941012,2013-01-25,16,103501,5.0,
941699,2013-01-25,17,103501,2.0,
942404,2013-01-25,18,103501,4.0,
948153,2013-01-25,28,103501,2.0,
948852,2013-01-25,30,103501,3.0,
949425,2013-01-25,31,103501,4.0,
950680,2013-01-25,33,103501,4.0,
951310,2013-01-25,34,103501,4.0,
954724,2013-01-25,39,103501,1.0,
955551,2013-01-25,40,103501,3.0,
956989,2013-01-25,43,103501,3.0,
966931,2013-01-25,54,103501,5.0,
976370,2013-01-26,9,103501,4.0,
977421,2013-01-26,10,103501,4.0,
978131,2013-01-26,11,103501,3.0,
979061,2013-01-26,12,103501,3.0,
979762,2013-01-26,13,103501,5.0,
980448,2013-01-26,14,103501,10.0,
981177,2013-01-26,15,103501,7.0,
981899,2013-01-26,16,103501,7.0,
982640,2013-01-26,17,103501,8.0,
983423,2013-01-26,18,103501,1.0,
984299,2013-01-26,19,103501,2.0,
989707,2013-01-26,28,103501,4.0,
990554,2013-01-26,30,103501,10.0,
991168,2013-01-26,31,103501,7.0,
992024,2013-01-26,32,103501,5.0,
992580,2013-01-26,33,103501,7.0,
993323,2013-01-26,34,103501,7.0,
994196,2013-01-26,35,103501,4.0,
996992,2013-01-26,39,103501,8.0,
997978,2013-01-26,40,103501,6.0,
999627,2013-01-26,43,103501,2.0,
1010075,2013-01-26,54,103501,12.0,
1019240,2013-01-27,9,103501,7.0,
1020259,2013-01-27,10,103501,7.0,
1020934,2013-01-27,11,103501,9.0,
1022565,2013-01-27,13,103501,5.0,
1023180,2013-01-27,14,103501,9.0,
1023839,2013-01-27,15,103501,6.0,
1024518,2013-01-27,16,103501,13.0,
1025267,2013-01-27,17,103501,16.0,
1026045,2013-01-27,18,103501,5.0,
1026980,2013-01-27,19,103501,2.0,
1032187,2013-01-27,28,103501,4.0,
1033107,2013-01-27,30,103501,10.0,
1033726,2013-01-27,31,103501,13.0,
1035086,2013-01-27,33,103501,9.0,
1035818,2013-01-27,34,103501,5.0,
1036656,2013-01-27,35,103501,5.0,
1039286,2013-01-27,39,103501,7.0,
1040261,2013-01-27,40,103501,10.0,
1041931,2013-01-27,43,103501,6.0,
1052221,2013-01-27,54,103501,7.0,
1061253,2013-01-28,9,103501,10.0,
1062203,2013-01-28,10,103501,5.0,
1062840,2013-01-28,11,103501,2.0,
1063706,2013-01-28,12,103501,7.0,
1064368,2013-01-28,13,103501,5.0,
1065015,2013-01-28,14,103501,9.0,
1065659,2013-01-28,15,103501,5.0,
1066329,2013-01-28,16,103501,9.0,
1067036,2013-01-28,17,103501,4.0,
1067752,2013-01-28,18,103501,1.0,
1068597,2013-01-28,19,103501,3.0,
1073482,2013-01-28,28,103501,3.0,
1074217,2013-01-28,30,103501,3.0,
1074769,2013-01-28,31,103501,5.0,
1076079,2013-01-28,33,103501,7.0,
1076799,2013-01-28,34,103501,4.0,
1077628,2013-01-28,35,103501,1.0,
1080049,2013-01-28,39,103501,4.0,
1080929,2013-01-28,40,103501,9.0,
1082416,2013-01-28,43,103501,3.0,
1092113,2013-01-28,54,103501,4.0,
1100929,2013-01-29,9,103501,5.0,
1101868,2013-01-29,10,103501,6.0,
1102498,2013-01-29,11,103501,5.0,
1103374,2013-01-29,12,103501,3.0,
1104045,2013-01-29,13,103501,4.0,
1104679,2013-01-29,14,103501,2.0,
1105358,2013-01-29,15,103501,7.0,
1106030,2013-01-29,16,103501,11.0,
1106708,2013-01-29,17,103501,8.0,
1107412,2013-01-29,18,103501,1.0,
1112992,2013-01-29,28,103501,2.0,
1113793,2013-01-29,30,103501,6.0,
1114347,2013-01-29,31,103501,7.0,
1115127,2013-01-29,32,103501,11.0,
1115649,2013-01-29,33,103501,7.0,
1116364,2013-01-29,34,103501,2.0,
1117214,2013-01-29,35,103501,4.0,
1119626,2013-01-29,39,103501,2.0,
1120517,2013-01-29,40,103501,4.0,
1121952,2013-01-29,43,103501,1.0,
1131529,2013-01-29,54,103501,5.0,
1140716,2013-01-30,9,103501,2.0,
1141647,2013-01-30,10,103501,4.0,
1142266,2013-01-30,11,103501,4.0,
1143107,2013-01-30,12,103501,9.0,
1143789,2013-01-30,13,103501,4.0,
1144357,2013-01-30,14,103501,6.0,
1145006,2013-01-30,15,103501,4.0,
1145670,2013-01-30,16,103501,2.0,
1146367,2013-01-30,17,103501,8.0,
1147084,2013-01-30,18,103501,6.0,
1147861,2013-01-30,19,103501,2.0,
1153660,2013-01-30,30,103501,4.0,
1154223,2013-01-30,31,103501,4.0,
1154946,2013-01-30,32,103501,2.0,
1155416,2013-01-30,33,103501,4.0,
1156108,2013-01-30,34,103501,9.0,
1156911,2013-01-30,35,103501,5.0,
1159362,2013-01-30,39,103501,3.0,
1160197,2013-01-30,40,103501,3.0,
1161664,2013-01-30,43,103501,5.0,
1171421,2013-01-30,54,103501,4.0,
1180319,2013-01-31,9,103501,5.0,
1181295,2013-01-31,10,103501,8.0,
1181888,2013-01-31,11,103501,7.0,
1182779,2013-01-31,12,103501,4.0,
1183425,2013-01-31,13,103501,6.0,
1184061,2013-01-31,14,103501,8.0,
1184691,2013-01-31,15,103501,1.0,
1185362,2013-01-31,16,103501,7.0,
1186059,2013-01-31,17,103501,6.0,
1186778,2013-01-31,18,103501,5.0,
1187620,2013-01-31,19,103501,4.0,
1192478,2013-01-31,28,103501,2.0,
1193330,2013-01-31,30,103501,4.0,
1193883,2013-01-31,31,103501,4.0,
1194702,2013-01-31,32,103501,1.0,
1195238,2013-01-31,33,103501,16.0,
1195941,2013-01-31,34,103501,4.0,
1199274,2013-01-31,39,103501,1.0,
1200192,2013-01-31,40,103501,5.0,
1201701,2013-01-31,43,103501,4.0,
1211404,2013-01-31,54,103501,8.0,
1220890,2013-02-01,9,103501,12.0,
1221893,2013-02-01,10,103501,1.0,
1222562,2013-02-01,11,103501,7.0,
1223471,2013-02-01,12,103501,4.0,
1224168,2013-02-01,13,103501,6.0,
1224837,2013-02-01,14,103501,12.0,
1225510,2013-02-01,15,103501,9.0,
1226211,2013-02-01,16,103501,9.0,
1226919,2013-02-01,17,103501,7.0,
1227670,2013-02-01,18,103501,2.0,
1228502,2013-02-01,19,103501,1.0,
1233787,2013-02-01,28,103501,4.0,
1234611,2013-02-01,30,103501,5.0,
1235197,2013-02-01,31,103501,6.0,
1236038,2013-02-01,32,103501,2.0,
1236606,2013-02-01,33,103501,27.0,
1237325,2013-02-01,34,103501,7.0,
1238204,2013-02-01,35,103501,3.0,
1240961,2013-02-01,39,103501,3.0,
1241890,2013-02-01,40,103501,13.0,
1243458,2013-02-01,43,103501,8.0,
1253823,2013-02-01,54,103501,10.0,
1263656,2013-02-02,9,103501,12.0,
1264742,2013-02-02,10,103501,15.0,
1265479,2013-02-02,11,103501,9.0,
1266485,2013-02-02,12,103501,6.0,
1267239,2013-02-02,13,103501,8.0,
1267971,2013-02-02,14,103501,10.0,
1268719,2013-02-02,15,103501,11.0,
1269477,2013-02-02,16,103501,14.0,
1270269,2013-02-02,17,103501,14.0,
1271084,2013-02-02,18,103501,8.0,
1272033,2013-02-02,19,103501,10.0,
1277743,2013-02-02,28,103501,3.0,
1278681,2013-02-02,30,103501,11.0,
1279369,2013-02-02,31,103501,9.0,
1280280,2013-02-02,32,103501,6.0,
1280903,2013-02-02,33,103501,40.0,
1281706,2013-02-02,34,103501,14.0,
1282610,2013-02-02,35,103501,5.0,
1285536,2013-02-02,39,103501,8.0,
1286550,2013-02-02,40,103501,13.0,
1288276,2013-02-02,43,103501,7.0,
1298933,2013-02-02,54,103501,8.0,
1308302,2013-02-03,9,103501,9.0,
1309363,2013-02-03,10,103501,7.0,
1310088,2013-02-03,11,103501,10.0,
1311066,2013-02-03,12,103501,6.0,
1311772,2013-02-03,13,103501,6.0,
1312440,2013-02-03,14,103501,5.0,
1313100,2013-02-03,15,103501,5.0,
1313790,2013-02-03,16,103501,16.0,
1314583,2013-02-03,17,103501,10.0,
1315374,2013-02-03,18,103501,7.0,
1316323,2013-02-03,19,103501,6.0,
1321818,2013-02-03,28,103501,9.0,
1322770,2013-02-03,30,103501,4.0,
